Title,Rate,Rating people,Directors,Script writers,Actors,Genres,Production countries and regions,Languages,Initial release date,Other names,IMDb link
本杰明·巴顿奇事,8.7,408034,"[""大卫·芬奇""]","[""艾瑞克·罗斯"",""罗宾·史威考德"",""F·司各特·菲茨杰拉德""]","[""凯特·布兰切特"",""布拉德·皮特"",""朱莉娅·奥蒙德"",""芳妮·A·钱勃丝"",""伊莱亚斯·科泰斯"",""杰森·弗莱明"",""大卫·詹森"",""蒂尔达·斯文顿"",""艾丽·范宁"",""Joeanna Sayler"",""乔什·斯图沃特"",""丹尼·文森"",""塔拉吉·P·汉森"",""马赫沙拉·阿里"",""Fiona Hale"",""唐娜·杜普兰提尔"",""兰斯·E·尼克尔斯"",""Ted Manson"",""Clay Cullen"",""菲利斯·萨莫维尔"",""杰瑞德·哈里斯"",""麦迪逊·贝蒂"",""汤姆·埃沃雷特"",""Christopher Maxwell"",""伊利亚·沃里克""]","[""剧情"",""爱情"",""奇幻""]"," 美国"," 英语 / 俄语 / 法语","[""2008-12-25(美国)""]"," 奇幻逆缘(港) / 返老还童 / 班杰明的奇幻旅程",http://www.imdb.com/title/tt0421715
情书,8.8,392298,"[""岩井俊二""]","[""岩井俊二""]","[""中山美穗"",""丰川悦司"",""酒井美纪"",""柏原崇"",""范文雀"",""篠原胜之"",""光石研"",""小栗香织"",""酒井敏也"",""铃木庆一"",""田口智朗"",""神户浩"",""加贺麻理子"",""中村久美"",""盐见三省"",""铃木兰兰""]","[""剧情"",""爱情""]"," 日本"," 日语","[""1999-03(中国大陆)"",""1995-03-25(日本)""]"," When I Close My Eyes / Letters of Love",http://www.imdb.com/title/tt0113703
蝴蝶效应,8.7,394836,"[""埃里克·布雷斯"",""J·麦基·格鲁伯""]","[""J·麦基·格鲁伯"",""埃里克·布雷斯""]","[""阿什顿·库彻"",""梅罗拉·沃特斯"",""艾米·斯马特"",""埃尔登·汉森"",""威廉姆·李·斯科特"",""约翰·帕特里克·阿梅多利"",""艾琳·戈洛瓦娅"",""凯文·G·施密特"",""杰西·詹姆斯"",""罗根·勒曼"",""莎拉·威多斯"",""杰克·凯斯"",""卡梅隆·布莱特"",""埃里克·斯托尔兹"",""考乐姆·吉斯·雷尼""]","[""剧情"",""科幻"",""悬疑"",""惊悚""]"," 美国 / 加拿大"," 英语","[""2004-01-23(美国)""]",,http://www.imdb.com/title/tt0289879
源代码,8.3,407857,"[""邓肯·琼斯""]","[""本·雷普利""]","[""杰克·吉伦哈尔"",""维拉·法米加"",""米歇尔·莫纳汉"",""杰弗里·怀特"",""拉塞尔·皮特斯"",""詹姆斯·A·伍兹"",""迈克尔·阿登"",""乔·柯布登 "",""卡斯·安瓦尔""]","[""爱情"",""科幻"",""悬疑"",""惊悚""]"," 美国 / 加拿大"," 英语","[""2011-08-30(中国大陆)"",""2011-03-11(西南偏南电影节)"",""2011-04-01(美国)""]"," 启动原始码(台) / 危机解密(港)",http://www.imdb.com/title/tt0945513
失恋33天,7.3,387805,"[""滕华涛""]","[""鲍鲸鲸""]","[""白百何"",""文章"",""张嘉译"",""王耀庆"",""张子萱"",""郭京飞"",""曹翠芬"",""魏宗万"",""海清"",""廖凡"",""徐梵溪"",""李念"",""焦俊艳"",""艾如"",""叶一云"",""赵毅"",""姚笛"",""李晨"",""马伊琍"",""陈羽凡"",""张歆艺"",""张默"",""刘天佐"",""李晓峰""]","[""剧情"",""爱情""]"," 中国大陆"," 汉语普通话","[""2011-11-08(中国大陆)""]"," 黄了一个来月(豆友译名) / Love is Not Blind",http://www.imdb.com/title/tt2115388
战狼2,7.2,464453,"[""吴京""]","[""吴京"",""董群"",""刘毅""]","[""吴京"",""弗兰克·格里罗"",""吴刚"",""张翰"",""卢靖姗"",""丁海峰"",""淳于珊珊"",""余男"",""于谦"",""石兆琪"",""海蒂·莫尼梅克"",""奥列格·普鲁迪乌斯"",""艾伦·托尼"",""赛尔·哈里斯"",""高明"",""王森"",""苇青"",""程愫"",""张永达"",""郭秋成"",""杜建桥"",""周冠廷"",""安·詹姆斯"",""黛安娜·希拉"",""孙率航"",""张馨月"",""关海龙"",""安妮塔·斯图尔特"",""特雷弗·琼斯"",""奥斯汀·普里斯特"",""克莱·方特诺特"",""保罗·艾力卡"",""丹尼尔·哈格里夫"",""李镇男"",""庄小龙"",""陈云志"",""肯尼迪""]","[""动作""]"," 中国大陆"," 汉语普通话 / 英语","[""2017-07-27(中国大陆)""]"," 新战狼 / 新战死沙场 / Wolf Warriors 2",http://www.imdb.com/title/tt7131870
沉默的羔羊,8.7,366260,"[""乔纳森·戴米""]","[""托马斯·哈里斯"",""泰德·塔里""]","[""朱迪·福斯特"",""安东尼·霍普金斯"",""斯科特·格伦"",""安东尼·希尔德"",""布鲁克·史密斯"",""卡斯·莱蒙斯"",""弗兰基·费森"",""泰德·拉文"",""崔西·沃特"",""丹·巴特勒"",""达拉""]","[""剧情"",""惊悚"",""犯罪""]"," 美国"," 英语","[""1991-02-14(美国)""]",,http://www.imdb.com/title/tt0102926
你的名字。,8.5,449630,"[""新海诚""]","[""新海诚""]","[""神木隆之介"",""上白石萌音"",""长泽雅美"",""市原悦子"",""成田凌"",""悠木碧"",""岛崎信长"",""石川界人"",""谷花音"",""寺杣昌纪"",""大原沙耶香"",""井上和彦"",""茶风林"",""加藤有花"",""花泽香菜"",""寺崎裕香""]","[""剧情"",""爱情"",""动画""]"," 日本"," 日语","[""2016-12-02(中国大陆)"",""2016-08-26(日本)""]"," 你的名字 / 君之名 / Your Name / Kimi no na wa.",http://www.imdb.com/title/tt5311514
教父,9.2,365230,"[""弗朗西斯·福特·科波拉""]","[""马里奥·普佐"",""弗朗西斯·福特·科波拉""]","[""马龙·白兰度"",""阿尔·帕西诺"",""詹姆斯·肯恩"",""理查德·卡斯特尔诺"",""罗伯特·杜瓦尔"",""斯特林·海登"",""约翰·马利"",""理查德·康特"",""艾尔·勒提埃里"",""黛安·基顿"",""阿贝·维高达"",""塔莉娅·夏尔"",""吉亚尼·罗素"",""约翰·凯泽尔"",""鲁迪·邦德""]","[""剧情"",""犯罪""]"," 美国"," 英语 / 意大利语 / 拉丁语","[""1972-03-15(纽约首映)"",""1972-03-24(美国)""]"," Mario Puzo's The Godfather",http://www.imdb.com/title/tt0068646
西西里的美丽传说,8.7,363708,"[""朱塞佩·托纳多雷""]","[""朱塞佩·托纳多雷"",""卢恰诺·温琴佐尼""]","[""莫妮卡·贝鲁奇"",""朱塞佩·苏尔法罗"",""Luciano Federico"",""Matilde Piana"",""埃丽萨·莫鲁奇""]","[""剧情"",""情色"",""战争""]"," 意大利 / 美国"," 意大利语 / 英语 / 拉丁语 / 古希腊语","[""2000-10-27(意大利)""]"," 真爱伴我行(台) / 玛莲娜 / 玛琳娜",http://www.imdb.com/title/tt0213847
摔跤吧！爸爸,9.1,452444,"[""涅提·蒂瓦里""]","[""比于什·古普塔"",""施热亚·简"",""尼基尔·麦罗特拉"",""涅提·蒂瓦里""]","[""阿米尔·汗"",""法缇玛·萨那·纱卡"",""桑亚·玛荷塔"",""阿帕尔夏克提·库拉那"",""沙克希·坦沃"",""塞伊拉·沃西"",""苏哈妮·巴特纳格尔"",""里特维克·萨霍里"",""吉里什·库卡尼""]","[""剧情"",""家庭"",""传记"",""运动""]"," 印度"," 印地语","[""2017-05-05(中国大陆)"",""2016-12-23(印度)""]"," 我和我的冠军女儿(台) / 打死不离3父女(港) / 摔跤吧！老爸 / 摔跤家族 / दंगल / Wrestling Competition",http://www.imdb.com/title/tt5074352
哈尔的移动城堡,8.9,370022,"[""宫崎骏""]","[""宫崎骏"",""吉田玲子""]","[""倍赏千惠子"",""木村拓哉"",""美轮明宏"",""我修院达也"",""神木隆之介"",""伊崎充则"",""大泉洋"",""大塚明夫"",""原田大二郎"",""加藤治子""]","[""爱情"",""动画"",""奇幻"",""冒险""]"," 日本"," 日语","[""2004-09-05(威尼斯电影节)"",""2004-11-20(日本)""]"," 呼啸山城 / 霍尔的移动城堡 / 豪尔的机动城堡 / Howl's Moving Castle / Hauru no ugoku shiro",http://www.imdb.com/title/tt0347149
加勒比海盗,8.6,354366,"[""戈尔·维宾斯基""]","[""泰德·艾略特"",""特里·鲁西奥"",""斯图尔特·贝亚蒂耶"",""Jay Wolpert""]","[""约翰尼·德普"",""杰弗里·拉什"",""奥兰多·布鲁姆"",""凯拉·奈特莉"",""杰克·达文波特"",""乔纳森·普雷斯""]","[""动作"",""奇幻"",""冒险""]"," 美国"," 英语","[""2003-11-21(中国大陆)"",""2003-07-09(美国)""]"," 加勒比海盗1：黑珍珠号的诅咒 / 神鬼奇航：鬼盗船魔咒(台) / 魔盗王：决战鬼盗船 / 海盗船",http://www.imdb.com/title/tt0325980
神偷奶爸,8.5,384206,"[""皮埃尔·柯芬"",""克里斯·雷纳德""]","[""肯·道里欧"",""塞尔希奥·巴勃罗斯"",""辛科·保罗""]","[""史蒂夫·卡瑞尔"",""杰森·席格尔"",""拉塞尔·布兰德"",""朱莉·安德鲁斯"",""威尔·阿奈特"",""克里斯汀·韦格"",""米兰达·卡斯格拉夫"",""达纳·盖尔"",""艾尔西·费舍尔"",""皮埃尔·柯芬"",""克里斯·雷纳德"",""杰梅奈·克莱门特"",""杰克·麦克布瑞尔"",""丹尼·麦克布莱德"",""敏迪·卡灵"",""罗布·许贝尔"",""肯·道里欧"",""郑肯""]","[""喜剧"",""动画"",""冒险""]"," 美国 / 法国"," 英语","[""2010-06-20(莫斯科电影节)"",""2010-07-09(美国)""]"," 卑鄙的我 / 坏蛋奖门人(港) / 偷天换“月”(港) / 我很贱 / Baby的我",http://www.imdb.com/title/tt1323594
触不可及,9.1,390487,"[""奥利维埃·纳卡什"",""埃里克·托莱达诺""]","[""奥利维埃·纳卡什"",""埃里克·托莱达诺""]","[""弗朗索瓦·克鲁塞"",""奥玛·希"",""安娜·勒尼"",""奥德雷·弗勒罗"",""托马·索利韦尔""]","[""剧情"",""喜剧""]"," 法国"," 法语","[""2011-11-02(法国)""]"," 闪亮人生(港) / 逆转人生(台) / 无法触碰 / 最佳拍档 / 不可触碰 / 不可触摸 / Untouchable / The Intouchables",http://www.imdb.com/title/tt1675434
禁闭岛,8.6,370834,"[""马丁·斯科塞斯""]","[""莱塔·卡罗格里迪斯"",""丹尼斯·勒翰""]","[""莱昂纳多·迪卡普里奥"",""马克·鲁弗洛"",""本·金斯利"",""马克斯·冯·叙多夫"",""米歇尔·威廉姆斯"",""艾米莉·莫迪默"",""派翠西娅·克拉克森"",""杰基·厄尔·哈利"",""泰德·拉文"",""约翰·卡洛·林奇"",""伊莱亚斯·科泰斯"",""罗宾·巴特利特"",""克里斯托弗·邓汉"",""约瑟夫·斯科拉""]","[""剧情"",""悬疑"",""惊悚""]"," 美国"," 英语 / 德语","[""2010-02-13(柏林电影节)"",""2010-02-19(美国)""]"," 不赦岛(港) / 隔离岛(台) / 孤岛疑云 / 荒岛追凶 / 孤岛恐慌 / 关门岛 / 孤岛 / 艾什克里夫",http://www.imdb.com/title/tt1130884
天空之城,9.0,351262,"[""宫崎骏""]","[""宫崎骏""]","[""田中真弓"",""横泽启子"",""初井言荣"",""寺田农"",""常田富士男"",""永井一郎"",""糸博"",""鹫尾真知子"",""神山卓三"",""安原义人"",""槐柳二"",""鳕子""]","[""动画"",""奇幻"",""冒险""]"," 日本"," 日语","[""1992(中国大陆)"",""1986-08-02(日本)""]"," Tenkû no shiro Rapyuta / Laputa: Castle in the Sky",http://www.imdb.com/title/tt0092067
老炮儿,7.9,409229,"[""管虎""]","[""管虎"",""董润年""]","[""冯小刚"",""许晴"",""张涵予"",""刘桦"",""李易峰"",""吴亦凡"",""梁静"",""白举纲"",""于和伟"",""连奕名"",""尚语贤"",""鲁诺"",""管宗祥"",""尹力"",""余皑磊"",""宁浩"",""江珊"",""张译"",""郭京飞"",""张鲁一"",""赵毅"",""梁天"",""张一山"",""王俊凯"",""王源"",""易烊千玺"",""巴图""]","[""剧情"",""犯罪""]"," 中国大陆"," 汉语普通话","[""2015-12-24(中国大陆)"",""2015-09-09(威尼斯电影节)""]"," Mr. Six / Fading Wave",http://www.imdb.com/title/tt4701702
美人鱼,6.8,411984,"[""周星驰""]","[""周星驰"",""李思臻"",""何妙祺"",""曾瑾昌"",""卢正雨"",""江玉仪""]","[""邓超"",""罗志祥"",""张雨绮"",""林允"",""徐克"",""吴亦凡"",""李尚正"",""卢正雨"",""白客"",""孔连顺"",""田启文"",""文章"",""杨能"",""张美娥"",""李叶青"",""林子聪""]","[""喜剧"",""爱情"",""奇幻""]"," 中国大陆 / 香港"," 汉语普通话 / 英语 / 日语","[""2016-02-08(中国大陆/香港)""]"," Mermaid",http://www.imdb.com/title/tt4701660
北京遇上西雅图,7.4,374619,"[""薛晓路""]","[""薛晓路""]","[""汤唯"",""吴秀波"",""海清"",""宋美曼"",""宋美慧"",""金燕玲"",""买红妹"",""布拉德·哈德"",""李绮虹""]","[""喜剧"",""爱情""]"," 中国大陆 / 香港"," 汉语普通话 / 英语 / 闽南语","[""2013-03-21(中国大陆)"",""2016-03-29(重映)""]"," 美丽有缘 / 情定西雅图 / Finding Mr. Right / Anchoring in Seattle",http://www.imdb.com/title/tt2169322
疯狂原始人,8.7,375824,"[""柯克·德·米科"",""克里斯·桑德斯""]","[""克里斯·桑德斯"",""柯克·德·米科"",""约翰·克立斯""]","[""尼古拉斯·凯奇"",""艾玛·斯通"",""瑞安·雷诺兹"",""凯瑟琳·基纳"",""克劳斯·利特曼"",""克拉克·杜克"",""克里斯·桑德斯"",""兰迪·汤姆""]","[""喜剧"",""动画"",""冒险""]"," 美国"," 英语","[""2013-04-20(中国大陆)"",""2013-02-15(柏林电影节)"",""2013-03-22(美国)""]"," 古鲁家族(港/台) / 克鲁德一家 / 疯狂家族",http://www.imdb.com/title/tt0481499
重庆森林,8.7,341017,"[""王家卫""]","[""王家卫""]","[""林青霞"",""金城武"",""梁朝伟"",""王菲"",""周嘉玲""]","[""剧情"",""爱情""]"," 香港"," 粤语 / 汉语普通话 / 英语 / 印地语 / 日语","[""1994-07-14(香港)""]"," Chungking Express",http://www.imdb.com/title/tt0109424
低俗小说,8.8,347734,"[""昆汀·塔伦蒂诺""]","[""昆汀·塔伦蒂诺"",""罗杰·阿夫瑞""]","[""约翰·特拉沃尔塔"",""乌玛·瑟曼"",""阿曼达·普拉莫"",""蒂姆·罗斯"",""塞缪尔·杰克逊"",""菲尔·拉马"",""布鲁斯·威利斯"",""弗兰克·威利"",""布尔·斯蒂尔斯"",""文·瑞姆斯"",""劳拉·拉芙蕾丝"",""保罗·考尔德伦"",""布罗娜·加拉赫"",""罗姗娜·阿奎特"",""埃里克·斯托尔兹"",""玛丽亚·德·梅黛洛""]","[""剧情"",""喜剧"",""犯罪""]"," 美国"," 英语 / 西班牙语 / 法语","[""1994-05-12(戛纳电影节)"",""1994-10-14(美国)""]"," 黑色追緝令(台) / 危险人物(港) / 黑色追击令 / 低级趣味小说",http://www.imdb.com/title/tt0110912
闻香识女人,8.9,339203,"[""马丁·布莱斯""]","[""博·古德曼"",""乔瓦尼·阿尔皮诺""]","[""阿尔·帕西诺"",""克里斯·奥唐纳"",""詹姆斯·瑞布霍恩"",""加布里埃尔·安瓦尔"",""菲利普·塞默·霍夫曼"",""Richard Venture"",""布莱德利·惠特福德"",""Rochelle Oliver"",""Margaret Eginton"",""Tom Riis Farrell"",""Nicholas Sadler"",""托德·路易斯"",""Matt Smith"",""吉恩·坎菲尔德"",""弗兰西丝·康罗伊""]","[""剧情""]"," 美国"," 英语","[""1992-12-23(美国)""]"," 女人香 / 女人的芳香",http://www.imdb.com/title/tt0105323
穿普拉达的女王,7.9,334177,"[""大卫·弗兰科尔""]","[""艾莲·布洛什·麦肯纳""]","[""安妮·海瑟薇"",""梅丽尔·斯特里普"",""艾米莉·布朗特"",""斯坦利·图齐"",""西蒙·贝克"",""艾德里安·格尼尔"",""吉赛尔·邦辰""]","[""剧情"",""爱情""]"," 美国 / 法国"," 英语 / 法语","[""2007-02-27(中国大陆)"",""2006-06-30(美国)""]"," 时尚女魔头 / 穿Prada的恶魔(港) / 穿着Prada的恶魔(台) / 穿普拉达的女魔头",http://www.imdb.com/title/tt0458352
后会无期,7.1,386741,"[""韩寒""]","[""韩寒""]","[""冯绍峰"",""陈柏霖"",""钟汉良"",""王珞丹"",""袁泉"",""陈乔恩"",""贾樟柯"",""白客"",""孔连顺"",""高华阳""]","[""剧情""]"," 中国大陆"," 汉语普通话 / 手语 / 粤语","[""2014-07-24(中国大陆)""]"," The Continent",http://www.imdb.com/title/tt3896016
致命魔术,8.8,357958,"[""克里斯托弗·诺兰""]","[""乔纳森·诺兰"",""克里斯托弗·诺兰"",""克里斯托弗·普瑞丝特""]","[""克里斯蒂安·贝尔"",""休·杰克曼"",""迈克尔·凯恩"",""斯嘉丽·约翰逊"",""丽贝卡·豪尔"",""大卫·鲍伊"",""安迪·瑟金斯""]","[""剧情"",""悬疑"",""惊悚""]"," 美国 / 英国"," 英语","[""2006-10-20(美国)""]"," 顶尖对决(台) / 死亡魔法(港) / 魔高一丈 / 魔道争锋",http://www.imdb.com/title/tt0482571
唐伯虎点秋香,8.4,328404,"[""李力持""]","[""李力持"",""谷德昭"",""陈文强""]","[""周星驰"",""巩俐"",""陈百祥"",""郑佩佩"",""朱咪咪"",""梁家仁"",""苑琼丹"",""梁荣忠"",""黄一山"",""黄霑"",""吴镇宇"",""刘家辉"",""蓝洁瑛"",""谷德昭"",""陈辉虹"",""李健仁"",""宣萱"",""温翠萍""]","[""喜剧"",""爱情"",""古装""]"," 香港"," 粤语","[""1993-07-01(香港)""]"," Flirting Scholar",http://www.imdb.com/title/tt0108289
断背山,8.6,327948,"[""李安""]","[""拉里·麦克穆特瑞"",""Diana Ossana"",""安妮·普鲁""]","[""希斯·莱杰"",""杰克·吉伦哈尔"",""米歇尔·威廉姆斯"",""安妮·海瑟薇"",""凯特·玛拉"",""兰迪·奎德"",""琳达·卡德里尼"",""安娜·法瑞丝"",""格拉汉姆·贝克尔"",""斯科特·迈克尔·坎贝尔"",""大卫·哈伯"",""Roberta Maxwell"",""皮特·麦克罗比""]","[""剧情"",""爱情"",""同性"",""家庭""]"," 美国 / 加拿大"," 英语","[""2005-09-02(威尼斯电影节)"",""2006-01-06(加拿大)"",""2006-01-13(美国)""]"," 断臂山",http://www.imdb.com/title/tt0388795
国王的演讲,8.3,337730,"[""汤姆·霍珀""]","[""大卫·塞德勒""]","[""科林·费尔斯"",""杰弗里·拉什"",""海伦娜·伯翰·卡特"",""盖·皮尔斯"",""迈克尔·刚本"",""蒂莫西·斯波"",""詹妮弗·艾莉"",""德里克·雅各比"",""安东尼·安德鲁斯"",""克莱尔·布鲁姆""]","[""剧情"",""传记"",""历史""]"," 英国 / 澳大利亚 / 美国"," 英语","[""2012-02-24(中国大陆)"",""2010-09-06(特柳赖德电影节)"",""2010-12-25(美国)"",""2011-01-07(英国)""]"," 皇上无话儿(港) / 王者之声：宣战时刻(台) / 王的演讲 / 国王的演说",http://www.imdb.com/title/tt1504320
告白,8.7,351905,"[""中岛哲也""]","[""中岛哲也"",""凑佳苗""]","[""松隆子"",""冈田将生"",""木村佳乃"",""西井幸人"",""桥本爱"",""芦田爱菜"",""三吉彩花"",""藤原薰"",""井之胁海"",""清水尚弥"",""高桥努"",""一井直树"",""能年玲奈"",""新井浩文"",""野本萤""]","[""剧情"",""惊悚""]"," 日本"," 日语","[""2010-06-05(日本)""]"," 自白 / 母亲 / Kokuhaku / Confessions",http://www.imdb.com/title/tt1590089
天堂电影院,9.1,324806,"[""朱塞佩·托纳多雷""]","[""Carl Paoli"",""朱塞佩·托纳多雷""]","[""安东内拉·阿蒂利"",""恩佐·卡拉瓦勒"",""艾萨·丹尼埃利"",""里奥·故罗塔"",""马克·莱昂纳蒂"",""普佩拉·玛奇奥"",""阿格妮丝·那诺"",""莱奥波多·特里耶斯泰"",""萨瓦特利·卡西欧"",""塔诺·希玛罗萨"",""尼古拉·迪·平托"",""罗伯塔·蕾娜"",""尼诺·戴罗佐"",""雅克·贝汉"",""布丽吉特·佛西"",""菲利普·努瓦雷""]","[""剧情"",""爱情""]"," 意大利 / 法国"," 意大利语 / 英语 / 葡萄牙语","[""1988-11-17(意大利)""]"," 星光伴我心(港) / 新天堂乐园(台) / Cinema Paradiso",http://www.imdb.com/title/tt0095765
超能陆战队,8.6,371529,"[""唐·霍尔"",""克里斯·威廉姆斯""]","[""乔丹·罗伯茨"",""丹尼尔·吉尔森"",""罗伯特·L·贝尔德""]","[""斯科特·安第斯"",""瑞恩·波特"",""丹尼尔·海尼"",""T·J·米勒"",""杰米·钟"",""小达蒙·韦恩斯"",""珍尼希斯·罗德里格兹"",""詹姆斯·克伦威尔"",""艾伦·图代克"",""玛娅·鲁道夫"",""亚布拉哈姆·本鲁比"",""凯蒂·洛斯"",""比利·布什"",""丹尼尔·吉尔森"",""保罗·布里格斯""]","[""喜剧"",""动作"",""科幻"",""动画"",""冒险""]"," 美国"," 英语","[""2015-02-28(中国大陆)"",""2014-10-23(东京电影节)"",""2014-11-07(美国)""]"," 大英雄联盟(港) / 大英雄天团(台) / 六大英雄 / (●—●)",http://www.imdb.com/title/tt2245084
蝙蝠侠：黑暗骑士,9.0,344035,"[""克里斯托弗·诺兰""]","[""乔纳森·诺兰"",""克里斯托弗·诺兰"",""大卫·S·高耶""]","[""克里斯蒂安·贝尔"",""希斯·莱杰"",""艾伦·艾克哈特"",""迈克尔·凯恩"",""玛吉·吉伦哈尔"",""加里·奥德曼"",""摩根·弗里曼"",""莫尼克·加布里埃拉·库尔内"",""罗恩·迪恩"",""基里安·墨菲"",""黄经汉"",""内斯特·卡博内尔"",""埃里克·罗伯茨"",""里特奇·科斯特"",""安东尼·迈克尔·豪尔"",""基斯·斯扎拉巴基克"",""柯林·麦克法兰"",""约书亚·哈尔托"",""美琳达·麦格劳"",""内森·甘宝"",""迈克尔·维约"",""迈克尔·斯托扬诺夫"",""威廉·斯米利"",""丹尼·高德林"",""迈克尔·加·怀特"",""马修·奥尼尔"",""威廉·菲德内尔"",""欧鲁米基·欧拉乌米"",""格雷格·比姆"",""爱利克·赫尔曼"",""毕崔斯·罗森"",""文森佐·尼克力"",""陈冠希""]","[""剧情"",""动作"",""科幻"",""惊悚"",""犯罪""]"," 美国 / 英国"," 英语 / 汉语普通话","[""2008-07-14(纽约首映)"",""2008-07-18(美国)""]"," 蝙蝠侠前传2：黑暗骑士 / 黑暗骑士(台) / 蝙蝠侠-黑夜之神(港) / 蝙蝠侠6：暗夜骑士 / Batman: The Dark Knight / TDK",http://www.imdb.com/title/tt0468569
